Company Name,Product Name,MRP,Offer Price,SKU Code,City,Pin Code,Company EAN No.,Company ASIN No.,Company Grofers ID,Company JIO ID,Company Flipkart FSN No.,Competitor 1 EAN No.,Competitor 1  ASIN No.,Competitor 1 Grofers ID,Competitor 1  JIO ID,Competitor 1 JIO Product Name,Competitor 1  Flipkart FSN No.,Competitor 2 EAN No.,Competitor 2  ASIN No.,Competitor 2 Grofers ID,Competitor 2  JIO ID,Competitor 2 JIO Product Name,Competitor 2  Flipkart FSN No.
Fortune Foods,fortune sunflower oil 1 Litre Pouch,195,160,1235,Ahmedabad,380009,274145,B00NYZTGEO,43,490000052,EDOET83C9UHNFETC,NA,B01N5VGYRM,NA,490012729,dhara-refined-sunflower-oil-1-l-pouch,EDOEU6N5PEZKJ63A,NA,NA,NA,NA,NA,NA
